timestamp,lap,distance,speed,throttle,brake,steering,gear,rpm,x,y,sector,corner,lap_time
6.771,1,306.438,301.493,99.0,0.0,2.768,8,12500,912.633,264.934,1,Main Straight,92.8
6.904,1,312.446,302.891,95.0,0.0,0.434,8,12500,909.071,269.231,1,Main Straight,92.8
7.036,1,318.455,302.54,85.0,0.0,0.756,8,12500,905.354,273.481,1,Main Straight,92.8
7.169,1,324.464,304.616,9.0,83.0,0.863,8,12500,901.484,277.683,1,Main Straight,92.8
7.302,1,330.472,301.315,6.0,96.0,0.137,8,12500,897.46,281.837,1,Main Straight,92.8
7.435,1,336.481,304.637,7.0,82.0,-1.829,8,12500,893.286,285.942,1,Main Straight,92.8
7.567,1,342.489,303.424,1.0,89.0,-1.771,8,12500,888.961,289.999,1,Main Straight,92.8
7.7,1,348.498,305.382,8.0,90.0,-2.462,8,12500,884.487,294.006,1,Main Straight,92.8
7.833,1,354.506,103.493,13.0,65.0,35.566,3,7382,879.866,297.964,1,Turn 1,92.8
7.966,1,360.515,106.287,8.0,73.0,22.643,3,7380,875.1,301.871,1,Turn 1,92.8
8.098,1,366.524,106.506,5.0,88.0,32.871,3,7327,870.189,305.729,1,Turn 1,92.8
8.231,1,372.532,104.518,3.0,72.0,35.827,3,7218,865.136,309.536,1,Turn 1,92.8
8.364,1,378.541,105.78,1.0,93.0,14.752,3,7222,859.942,313.292,1,Turn 1,92.8
8.497,1,384.549,107.93,12.0,80.0,18.779,3,7517,854.61,316.998,1,Turn 1,92.8
8.629,1,390.558,103.449,3.0,85.0,23.102,3,7180,849.142,320.652,1,Turn 1,92.8
8.762,1,396.567,105.981,11.0,97.0,27.146,3,7429,843.539,324.255,1,Turn 1,92.8
8.895,1,402.575,102.46,5.0,94.0,-36.01,3,7186,837.804,327.806,1,Turn 1,92.8
9.028,1,408.584,105.551,1.0,91.0,-21.161,3,7214,831.939,331.306,1,Turn 1,92.8
9.161,1,414.592,105.969,4.0,97.0,-15.641,3,7288,825.946,334.754,1,Turn 1,92.8
9.293,1,420.601,107.825,11.0,81.0,-36.514,3,7493,819.828,338.15,1,Turn 1,92.8
9.426,1,426.609,103.181,2.0,95.0,-36.008,3,7151,813.588,341.494,1,Turn 1,92.8
9.559,1,432.618,102.749,51.0,0.0,-35.08,3,8116,807.228,344.787,1,Turn 1,92.8
9.692,1,438.627,101.385,44.0,0.0,-23.288,3,7928,800.75,348.027,1,Turn 1,92.8
9.824,1,444.635,100.743,46.0,0.0,-16.898,3,7946,794.158,351.216,1,Turn 1,92.8
9.957,1,450.644,103.471,28.0,0.0,-31.163,3,7681,787.453,354.352,1,Turn 1,92.8
10.09,1,456.652,99.755,45.0,0.0,-34.939,3,7891,780.64,357.437,1,Turn 1,92.8
10.223,1,462.661,102.261,64.0,0.0,-9.346,3,8359,773.72,360.47,1,Turn 1,92.8
10.355,1,468.67,100.9,33.0,0.0,-36.514,3,7691,766.697,363.451,1,Turn 1,92.8
10.488,1,474.678,99.072,21.0,0.0,-26.402,3,7387,759.574,366.38,1,Turn 1,92.8
10.621,1,480.687,98.646,41.0,0.0,-24.959,3,7772,752.353,369.258,1,Turn 1,92.8
10.754,1,486.695,99.379,56.0,0.0,-23.4,3,8098,745.039,372.085,1,Turn 1,92.8
10.886,1,492.704,98.648,24.0,0.0,-22.53,3,7432,737.633,374.86,1,Turn 1,92.8
11.019,1,498.712,98.763,49.0,0.0,-25.18,3,7936,730.138,377.584,1,Turn 1,92.8
11.152,1,504.721,101.02,32.0,0.0,-35.55,3,7675,722.56,380.258,1,Turn 1,92.8
11.285,1,510.73,96.633,45.0,0.0,-16.64,3,7782,714.899,382.881,1,Turn 1,92.8
11.417,1,516.738,97.053,20.0,0.0,-20.179,3,7296,707.16,385.453,1,Turn 1,92.8
11.55,1,522.747,97.344,44.0,0.0,-29.574,3,7787,699.345,387.976,1,Turn 1,92.8
11.683,1,528.755,97.998,41.0,0.0,-27.678,3,7749,691.459,390.448,1,Turn 1,92.8
11.816,1,534.764,97.168,56.0,0.0,-16.31,3,8020,683.504,392.871,1,Turn 1,92.8
11.948,1,540.773,95.622,49.0,0.0,-34.769,3,7826,675.483,395.245,1,Turn 1,92.8
12.081,1,546.781,95.889,45.0,0.0,-28.103,3,7756,667.4,397.57,1,Turn 1,92.8
12.214,1,552.79,95.022,49.0,0.0,-26.701,3,7805,659.258,399.847,1,Turn 1,92.8
12.347,1,558.798,94.959,29.0,0.0,-27.223,3,7403,651.06,402.075,1,Turn 1,92.8
12.48,1,564.807,96.79,24.0,0.0,-29.763,3,7367,642.81,404.256,1,Turn 1,92.8
12.612,1,570.815,95.496,21.0,0.0,-12.393,3,7262,634.511,406.389,1,Turn 1,92.8
12.745,1,576.824,95.215,43.0,0.0,-29.354,3,7692,626.165,408.475,1,Turn 1,92.8
12.878,1,582.833,92.294,2.0,46.0,-32.923,3,6770,617.777,410.515,1,Turn 1,92.8
13.011,1,588.841,91.73,12.0,63.0,-16.397,3,6950,609.349,412.508,1,Turn 1,92.8
13.143,1,594.85,92.423,22.0,69.0,-14.074,3,7174,600.885,414.456,1,Turn 1,92.8
13.276,1,600.858,93.985,1.0,60.0,-19.707,3,6809,592.388,416.358,1,Turn 1,92.8
13.409,1,606.867,95.192,23.0,45.0,-31.192,3,7291,583.86,418.216,1,Turn 1,92.8
13.542,1,612.876,90.933,4.0,44.0,-29.762,3,6762,575.305,420.03,1,Turn 1,92.8
13.674,1,618.884,88.811,23.0,66.0,-36.986,3,7068,566.727,421.799,1,Turn 1,92.8
13.807,1,624.893,128.81,22.0,47.0,-30.892,4,8448,558.127,423.526,1,Turn 2,92.8
13.94,1,630.901,132.693,12.0,56.0,-35.242,4,8384,549.509,425.209,1,Turn 2,92.8
14.073,1,636.91,130.849,14.0,53.0,-14.426,4,8359,540.876,426.851,1,Turn 2,92.8
14.205,1,642.918,130.298,3.0,55.0,-38.211,4,8120,532.231,428.45,1,Turn 2,92.8
14.338,1,648.927,129.121,4.0,48.0,-30.664,4,8099,523.576,430.009,1,Turn 2,92.8
14.471,1,654.936,132.0,31.0,0.0,-29.08,4,8739,514.915,431.526,1,Turn 2,92.8
14.604,1,660.944,129.065,57.0,0.0,-14.021,4,9157,506.249,433.004,1,Turn 2,92.8
14.736,1,666.953,127.938,46.0,0.0,-29.955,4,8897,497.582,434.443,1,Turn 2,92.8
14.869,1,672.961,129.985,26.0,0.0,-38.591,4,8569,488.917,435.842,1,Turn 2,92.8
15.002,1,678.97,126.929,50.0,0.0,-21.803,4,8942,480.254,437.203,1,Turn 2,92.8
15.135,1,684.979,129.824,29.0,0.0,-37.324,4,8623,471.598,438.526,1,Turn 2,92.8
15.268,1,690.987,127.266,32.0,0.0,-24.54,4,8594,462.951,439.812,1,Turn 2,92.8
15.4,1,696.996,129.377,27.0,0.0,-14.112,4,8568,454.314,441.062,1,Turn 2,92.8
15.533,1,703.004,128.605,32.0,0.0,-16.633,4,8641,445.69,442.275,1,Turn 2,92.8
15.666,1,709.013,125.59,44.0,0.0,-39.502,4,8775,437.081,443.453,1,Turn 2,92.8
15.799,1,715.021,126.475,56.0,0.0,-18.553,4,9046,428.489,444.597,1,Turn 2,92.8
15.931,1,721.03,125.166,60.0,0.0,-17.203,4,9080,419.916,445.706,1,Turn 2,92.8
16.064,1,727.039,124.273,42.0,0.0,-10.13,4,8689,411.365,446.781,1,Turn 2,92.8
16.197,1,733.047,125.208,47.0,0.0,-18.775,4,8822,402.836,447.824,1,Turn 2,92.8
16.33,1,739.056,125.834,27.0,0.0,-23.269,4,8444,394.331,448.834,1,Turn 2,92.8
16.462,1,745.064,123.779,60.0,0.0,-18.458,4,9032,385.853,449.813,1,Turn 2,92.8
16.595,1,751.073,123.964,28.0,0.0,-20.147,4,8398,377.403,450.76,1,Turn 2,92.8
16.728,1,757.082,125.363,48.0,0.0,-13.522,4,8847,368.981,451.677,1,Turn 2,92.8
16.861,1,763.09,126.845,44.0,0.0,-26.335,4,8819,360.59,452.564,1,Turn 2,92.8
16.993,1,769.099,125.91,51.0,0.0,-38.556,4,8926,352.231,453.421,1,Turn 2,92.8
17.126,1,775.107,126.035,44.0,0.0,-38.573,4,8791,343.905,454.25,1,Turn 2,92.8
17.259,1,781.116,124.238,53.0,0.0,-12.4,4,8908,335.613,455.051,1,Turn 2,92.8
17.392,1,787.124,124.013,24.0,0.0,-38.961,4,8320,327.356,455.824,1,Turn 2,92.8
17.524,1,793.133,123.566,56.0,0.0,-30.785,4,8944,319.135,456.57,1,Turn 2,92.8
17.657,1,799.142,122.477,40.0,0.0,-21.002,4,8586,310.951,457.29,1,Turn 2,92.8
17.79,1,805.15,121.289,59.0,0.0,29.142,4,8925,302.804,457.983,1,Turn 2,92.8
17.923,1,811.159,122.012,45.0,0.0,24.345,4,8670,294.696,458.652,1,Turn 2,92.8
18.056,1,817.167,125.091,31.0,0.0,33.043,4,8498,286.626,459.296,1,Turn 2,92.8
18.188,1,823.176,123.737,42.0,0.0,34.318,4,8670,278.595,459.916,1,Turn 2,92.8
18.321,1,829.185,125.301,58.0,0.0,17.301,4,9045,270.604,460.512,1,Turn 2,92.8
18.454,1,835.193,120.435,46.0,0.0,17.255,4,8635,262.652,461.085,1,Turn 2,92.8
18.587,1,841.202,123.549,52.0,0.0,35.812,4,8864,254.74,461.636,1,Turn 2,92.8
18.719,1,847.21,125.443,36.0,0.0,33.927,4,8610,246.868,462.164,1,Turn 2,92.8
18.852,1,853.219,120.45,43.0,0.0,13.081,4,8575,239.036,462.672,1,Turn 2,92.8
18.985,1,859.227,120.738,62.0,0.0,29.483,4,8965,231.243,463.158,1,Turn 2,92.8
19.118,1,865.236,123.781,42.0,0.0,11.204,4,8672,223.49,463.624,1,Turn 2,92.8
19.25,1,871.245,121.446,44.0,0.0,36.292,4,8630,215.777,464.069,1,Turn 2,92.8
19.383,1,877.253,126.238,38.0,0.0,32.728,4,8678,208.102,464.495,1,Turn 2,92.8
19.516,1,883.262,121.306,41.0,0.0,11.703,4,8565,200.466,464.903,1,Turn 2,92.8
19.649,1,889.27,123.15,45.0,0.0,33.179,4,8710,192.868,465.291,1,Turn 2,92.8
19.781,1,895.279,122.846,46.0,0.0,11.385,4,8719,185.307,465.661,1,Turn 2,92.8
19.914,1,901.288,282.571,94.0,0.0,2.409,8,12500,177.783,466.014,1,Back Straight,92.8
20.047,1,907.296,279.796,95.0,0.0,0.083,8,12500,170.294,466.349,1,Back Straight,92.8
20.18,1,913.305,281.31,80.0,0.0,-0.442,8,12500,162.841,466.668,1,Back Straight,92.8
20.312,1,919.313,281.601,99.0,0.0,-1.55,8,12500,155.422,466.969,1,Back Straight,92.8
20.445,1,925.322,280.366,93.0,0.0,-2.456,8,12500,148.036,467.255,1,Back Straight,92.8
20.578,1,931.33,278.78,81.0,0.0,2.734,8,12500,140.682,467.525,1,Back Straight,92.8
20.711,1,937.339,282.202,94.0,0.0,-1.976,8,12500,133.359,467.779,1,Back Straight,92.8
20.843,1,943.348,281.512,92.0,0.0,1.302,8,12500,126.065,468.018,1,Back Straight,92.8
20.976,1,949.356,280.152,98.0,0.0,1.804,8,12500,118.801,468.242,1,Back Straight,92.8
21.109,1,955.365,279.367,84.0,0.0,-1.809,8,12500,111.564,468.451,1,Back Straight,92.8
21.242,1,961.373,280.871,96.0,0.0,-2.582,8,12500,104.352,468.647,1,Back Straight,92.8
21.375,1,967.382,279.417,91.0,0.0,-2.163,8,12500,97.165,468.828,1,Back Straight,92.8
21.507,1,973.391,279.244,83.0,0.0,-2.387,8,12500,90.001,468.995,1,Back Straight,92.8
21.64,1,979.399,282.23,97.0,0.0,-2.615,8,12500,82.859,469.149,1,Back Straight,92.8
21.773,1,985.408,280.254,81.0,0.0,-1.723,8,12500,75.737,469.29,1,Back Straight,92.8
21.906,1,991.416,283.193,91.0,0.0,2.782,8,12500,68.633,469.417,1,Back Straight,92.8
22.038,1,997.425,279.418,85.0,0.0,-1.337,8,12500,61.547,469.532,1,Back Straight,92.8
22.171,1,1003.433,280.277,92.0,0.0,1.679,8,12500,54.475,469.633,1,Back Straight,92.8
22.304,1,1009.442,280.626,100.0,0.0,-0.389,8,12500,47.417,469.722,1,Back Straight,92.8
22.437,1,1015.451,278.853,90.0,0.0,-0.974,8,12500,40.371,469.799,1,Back Straight,92.8
22.569,1,1021.459,280.042,90.0,0.0,1.816,8,12500,33.335,469.863,1,Back Straight,92.8
22.702,1,1027.468,280.092,96.0,0.0,0.547,8,12500,26.308,469.915,1,Back Straight,92.8
22.835,1,1033.476,282.388,81.0,0.0,-0.149,8,12500,19.287,469.954,1,Back Straight,92.8
22.968,1,1039.485,282.723,98.0,0.0,3.239,8,12500,12.271,469.981,1,Back Straight,92.8
23.1,1,1045.494,278.977,83.0,0.0,0.989,8,12500,5.259,469.997,1,Back Straight,92.8
23.233,1,1051.502,280.012,96.0,0.0,-5.482,8,12500,-1.753,470.0,1,Back Straight,92.8
23.366,1,1057.511,282.333,93.0,0.0,0.532,8,12500,-8.765,469.991,1,Back Straight,92.8
23.499,1,1063.519,280.493,90.0,0.0,-3.323,8,12500,-15.779,469.969,1,Back Straight,92.8
23.631,1,1069.528,279.213,82.0,0.0,0.954,8,12500,-22.797,469.936,1,Back Straight,92.8
23.764,1,1075.536,279.263,89.0,0.0,-0.815,8,12500,-29.821,469.89,1,Back Straight,92.8
23.897,1,1081.545,282.458,81.0,0.0,3.968,8,12500,-36.852,469.832,1,Back Straight,92.8
24.03,1,1087.554,280.95,80.0,0.0,-1.154,8,12500,-43.893,469.762,1,Back Straight,92.8
24.163,1,1093.562,279.311,85.0,0.0,-2.048,8,12500,-50.945,469.679,1,Back Straight,92.8
24.295,1,1099.571,276.741,96.0,0.0,-2.065,8,12500,-58.009,469.584,1,Back Straight,92.8
24.428,1,1105.579,280.052,97.0,0.0,1.288,8,12500,-65.088,469.476,1,Back Straight,92.8
24.561,1,1111.588,279.909,88.0,0.0,-1.208,8,12500,-72.183,469.355,1,Back Straight,92.8
24.694,1,1117.597,278.566,80.0,0.0,-2.484,8,12500,-79.296,469.221,1,Back Straight,92.8
24.826,1,1123.605,280.035,87.0,0.0,3.16,8,12500,-86.428,469.074,1,Back Straight,92.8
24.959,1,1129.614,280.075,82.0,0.0,1.393,8,12500,-93.581,468.913,1,Back Straight,92.8
25.092,1,1135.622,279.84,93.0,0.0,-0.842,8,12500,-100.756,468.739,1,Back Straight,92.8
25.225,1,1141.631,275.905,92.0,0.0,0.722,8,12500,-107.955,468.551,1,Back Straight,92.8
25.357,1,1147.639,281.747,87.0,0.0,1.65,8,12500,-115.179,468.348,1,Back Straight,92.8
25.49,1,1153.648,276.09,98.0,0.0,-2.016,8,12500,-122.43,468.132,1,Back Straight,92.8
25.623,1,1159.657,280.169,94.0,0.0,4.417,8,12500,-129.708,467.9,1,Back Straight,92.8
25.756,1,1165.665,276.271,94.0,0.0,1.994,8,12500,-137.016,467.654,1,Back Straight,92.8
25.888,1,1171.674,280.259,87.0,0.0,-4.422,8,12500,-144.355,467.392,1,Back Straight,92.8
26.021,1,1177.682,279.325,85.0,0.0,-3.061,8,12500,-151.725,467.114,1,Back Straight,92.8
26.154,1,1183.691,279.153,9.0,72.0,1.138,8,12500,-159.127,466.82,1,Back Straight,92.8
26.287,1,1189.7,279.351,0.0,93.0,-0.831,8,12500,-166.563,466.511,1,Back Straight,92.8
26.419,1,1195.708,280.224,5.0,93.0,0.164,8,12500,-174.034,466.184,1,Back Straight,92.8
26.552,1,1201.717,279.944,6.0,91.0,2.02,8,12500,-181.54,465.84,1,Back Straight,92.8
26.685,1,1207.725,278.094,9.0,66.0,-0.851,8,12500,-189.083,465.479,1,Back Straight,92.8
26.818,1,1213.734,281.0,14.0,77.0,-0.078,8,12500,-196.662,465.099,1,Back Straight,92.8
26.951,1,1219.742,277.275,12.0,79.0,-4.393,8,12500,-204.279,464.701,1,Back Straight,92.8
27.083,1,1225.751,276.817,11.0,68.0,5.952,8,12500,-211.935,464.285,1,Back Straight,92.8
27.216,1,1231.76,280.234,10.0,90.0,3.999,8,12500,-219.629,463.849,1,Back Straight,92.8
27.349,1,1237.768,279.897,7.0,74.0,0.716,8,12500,-227.362,463.393,1,Back Straight,92.8
27.482,1,1243.777,275.334,13.0,90.0,2.992,8,12500,-235.134,462.917,1,Back Straight,92.8
27.614,1,1249.785,279.015,8.0,82.0,0.425,8,12500,-242.947,462.421,1,Back Straight,92.8
27.747,1,1255.794,103.972,11.0,76.0,-28.566,3,7359,-250.799,461.903,1,Turn 3,92.8
27.88,1,1261.803,103.696,14.0,72.0,-15.518,3,7409,-258.691,461.363,1,Turn 3,92.8
28.013,1,1267.811,106.092,13.0,93.0,-33.603,3,7473,-266.623,460.801,1,Turn 3,92.8
28.145,1,1273.82,103.419,9.0,85.0,-32.249,3,7299,-274.594,460.217,1,Turn 3,92.8
28.278,1,1279.828,103.914,4.0,79.0,-19.674,3,7216,-282.606,459.609,1,Turn 3,92.8
28.411,1,1285.837,102.902,8.0,90.0,-13.649,3,7261,-290.656,458.977,1,Turn 3,92.8
28.544,1,1291.845,105.931,6.0,66.0,-21.516,3,7327,-298.745,458.321,1,Turn 3,92.8
28.676,1,1297.854,104.095,8.0,88.0,-21.62,3,7303,-306.873,457.64,1,Turn 3,92.8
28.809,1,1303.863,106.04,14.0,93.0,-19.532,3,7491,-315.039,456.933,1,Turn 3,92.8
28.942,1,1309.871,104.049,0.0,71.0,-38.298,3,7141,-323.241,456.2,1,Turn 3,92.8
29.075,1,1315.88,104.867,14.0,92.0,-40.132,3,7450,-331.48,455.441,1,Turn 3,92.8
29.207,1,1321.888,109.332,32.0,0.0,-22.212,3,7966,-339.755,454.654,1,Turn 3,92.8
29.34,1,1327.897,107.686,51.0,0.0,-24.833,3,8289,-348.064,453.839,1,Turn 3,92.8
29.473,1,1333.906,103.689,35.0,0.0,-23.755,3,7829,-356.407,452.996,1,Turn 3,92.8
29.606,1,1339.914,108.088,47.0,0.0,-29.827,3,8223,-364.782,452.124,1,Turn 3,92.8
29.738,1,1345.923,108.546,23.0,0.0,-16.766,3,7759,-373.188,451.222,1,Turn 3,92.8
29.871,1,1351.931,104.189,53.0,0.0,-24.183,3,8206,-381.624,450.29,1,Turn 3,92.8
30.004,1,1357.94,107.832,20.0,0.0,-23.802,3,7674,-390.089,449.328,1,Turn 3,92.8
30.137,1,1363.948,105.388,27.0,0.0,-15.955,3,7728,-398.58,448.333,1,Turn 3,92.8
30.27,1,1369.957,105.86,52.0,0.0,-25.496,3,8245,-407.097,447.307,1,Turn 3,92.8
30.402,1,1375.966,108.03,43.0,0.0,-29.532,3,8141,-415.638,446.248,1,Turn 3,92.8
30.535,1,1381.974,107.166,23.0,0.0,-36.049,3,7710,-424.2,445.156,1,Turn 3,92.8
30.668,1,1387.983,106.464,37.0,0.0,-14.453,3,7966,-432.783,444.029,1,Turn 3,92.8
30.801,1,1393.991,104.423,21.0,0.0,-32.147,3,7574,-441.383,442.869,1,Turn 3,92.8
30.933,1,1400.0,104.717,21.0,0.0,-19.161,3,7585,-450.0,441.673,2,Turn 3,92.8
31.066,1,1406.009,108.767,28.0,0.0,-24.679,3,7866,-458.631,440.442,2,Turn 3,92.8
31.199,1,1412.017,107.316,41.0,0.0,-32.467,3,8076,-467.273,439.174,2,Turn 3,92.8
31.332,1,1418.026,107.246,42.0,0.0,-34.748,3,8093,-475.925,437.869,2,Turn 3,92.8
31.464,1,1424.034,106.435,33.0,0.0,-31.398,3,7885,-484.585,436.527,2,Turn 3,92.8
31.597,1,1430.043,105.759,28.0,0.0,-12.382,3,7761,-493.249,435.147,2,Turn 3,92.8
31.73,1,1436.052,104.975,42.0,0.0,-29.561,3,8014,-501.916,433.728,2,Turn 3,92.8
31.863,1,1442.06,107.033,61.0,0.0,-24.365,3,8466,-510.582,432.27,2,Turn 3,92.8
31.995,1,1448.069,107.395,44.0,0.0,-28.339,3,8138,-519.246,430.773,2,Turn 3,92.8
32.128,1,1454.077,105.858,41.0,0.0,-14.931,3,8025,-527.905,429.234,2,Turn 3,92.8
32.261,1,1460.086,109.035,26.0,0.0,-23.765,3,7836,-536.555,427.656,2,Turn 3,92.8
32.394,1,1466.094,106.011,21.0,0.0,-14.037,3,7630,-545.195,426.035,2,Turn 3,92.8
32.526,1,1472.103,105.852,55.0,0.0,-31.649,3,8304,-553.82,424.373,2,Turn 3,92.8
32.659,1,1478.112,107.477,58.0,0.0,-28.12,3,8421,-562.429,422.668,2,Turn 3,92.8
32.792,1,1484.12,105.902,21.0,58.0,-14.4,3,7626,-571.019,420.92,2,Turn 3,92.8
32.925,1,1490.129,103.303,18.0,54.0,-27.72,3,7475,-579.586,419.128,2,Turn 3,92.8
33.058,1,1496.137,105.756,8.0,68.0,-33.361,3,7361,-588.127,417.293,2,Turn 3,92.8
33.19,1,1502.146,105.528,6.0,59.0,-10.433,3,7313,-596.64,415.413,2,Turn 3,92.8
33.323,1,1508.155,104.924,9.0,51.0,-31.272,3,7352,-605.121,413.488,2,Turn 3,92.8
33.456,1,1514.163,103.877,23.0,50.0,-31.629,3,7595,-613.568,411.517,2,Turn 3,92.8
33.589,1,1520.172,146.889,5.0,50.0,-36.117,4,8741,-621.976,409.501,2,Turn 4,92.8
33.721,1,1526.18,145.134,8.0,60.0,-35.077,4,8739,-630.343,407.438,2,Turn 4,92.8
33.854,1,1532.189,145.721,14.0,48.0,-29.865,4,8880,-638.666,405.328,2,Turn 4,92.8
33.987,1,1538.197,144.913,17.0,57.0,-31.798,4,8911,-646.941,403.172,2,Turn 4,92.8
34.12,1,1544.206,143.882,13.0,51.0,-28.83,4,8795,-655.166,400.967,2,Turn 4,92.8
34.252,1,1550.215,143.06,2.0,68.0,-30.722,4,8547,-663.336,398.715,2,Turn 4,92.8
34.385,1,1556.223,145.315,23.0,49.0,-27.816,4,9046,-671.449,396.414,2,Turn 4,92.8
34.518,1,1562.232,142.166,0.0,52.0,-32.948,4,8475,-679.501,394.065,2,Turn 4,92.8
34.651,1,1568.24,140.819,9.0,69.0,-36.578,4,8608,-687.49,391.666,2,Turn 4,92.8
34.783,1,1574.249,143.497,58.0,0.0,-12.59,4,9682,-695.411,389.218,2,Turn 4,92.8
34.916,1,1580.258,142.183,35.0,0.0,-35.826,4,9176,-703.262,386.721,2,Turn 4,92.8
35.049,1,1586.266,139.373,24.0,0.0,-34.556,4,8858,-711.039,384.173,2,Turn 4,92.8
